first_name,last_name,gender,major,year,email,dollar_limit,prob_of_activity,prob_of_comment,prob_of_like,ethnicity,age,image_url
isobel,holland,female,CS,PhD,isobel.holland53@example.com,9,0.0221,0.2919,0.4651,Vulcan,22,http://api.randomuser.me/portraits/thumb/women/8.jpg
harry,palmer,male,ECE,Junior,harry.palmer98@example.com,9,0.0229,0.2655,0.4767,Romulan,17,http://api.randomuser.me/portraits/thumb/men/84.jpg
thomas,hill,male,Mech,PhD,thomas.hill83@example.com,7,0.0015,0.0026,0.4333,Klingon,28,http://api.randomuser.me/portraits/thumb/men/84.jpg
daniel,lopez,male,CS,Junior,daniel.lopez75@example.com,7,0.3157,0.369,0.7844,Martian,28,http://api.randomuser.me/portraits/thumb/men/84.jpg
elaine,hawkins,female,Mech,Grad,elaine.hawkins54@example.com,9,0.4932,0.4425,0.6352,Martian,25,http://api.randomuser.me/portraits/thumb/women/2.jpg
isaiah,alvarez,male,Media,Sophomore,isaiah.alvarez66@example.com,6,0.2872,0.6727,0.6285,Romulan,24,http://api.randomuser.me/portraits/thumb/men/85.jpg
ryan,fox,male,Civil,PhD,ryan.fox14@example.com,11,0.3063,0.5733,0.9782,Human,26,http://api.randomuser.me/portraits/thumb/men/85.jpg
joan,ortiz,female,Mech,Grad,joan.ortiz74@example.com,5,0.2482,0.6947,0.4081,Martian,24,http://api.randomuser.me/portraits/thumb/women/70.jpg
andy,shaw,male,Aerospace,Grad,andy.shaw88@example.com,8,0.4441,0.368,0.675,Romulan,18,http://api.randomuser.me/portraits/thumb/men/85.jpg
joan,gregory,female,ECE,Sophomore,joan.gregory51@example.com,11,0.0812,0.4853,0.4532,Vulcan,21,http://api.randomuser.me/portraits/thumb/women/42.jpg
lesa,garza,female,Architecture,Grad,lesa.garza55@example.com,8,0.169,0.5287,0.7857,Romulan,19,http://api.randomuser.me/portraits/thumb/women/18.jpg
louella,miles,female,Media,Freshman,louella.miles74@example.com,7,0.0101,0.0593,0.4807,Klingon,29,http://api.randomuser.me/portraits/thumb/women/63.jpg
andrea,cole,female,ECE,Grad,andrea.cole57@example.com,10,0.3641,0.1561,0.5071,Human,19,http://api.randomuser.me/portraits/thumb/women/52.jpg
pamela,howell,female,Media,Freshman,pamela.howell22@example.com,6,0.0181,0.0988,0.9219,Romulan,25,http://api.randomuser.me/portraits/thumb/women/33.jpg
alexa,woods,female,CS,Grad,alexa.woods62@example.com,10,0.4483,0.1435,0.7002,Vulcan,23,http://api.randomuser.me/portraits/thumb/women/20.jpg
bernice,bishop,female,ECE,Senior,bernice.bishop68@example.com,8,0.395,0.6152,0.8749,Klingon,18,http://api.randomuser.me/portraits/thumb/women/24.jpg
judith,jenkins,female,Aerospace,Grad,judith.jenkins98@example.com,7,0.2442,0.0019,0.6493,Vulcan,17,http://api.randomuser.me/portraits/thumb/women/57.jpg
beverly,morgan,female,Civil,PhD,beverly.morgan56@example.com,8,0.2418,0.6114,0.4525,Human,28,http://api.randomuser.me/portraits/thumb/women/87.jpg
isobel,jensen,female,Mech,Senior,isobel.jensen67@example.com,8,0.284,0.5803,0.3673,Martian,19,http://api.randomuser.me/portraits/thumb/women/27.jpg
clayton,morales,male,Civil,Junior,clayton.morales60@example.com,10,0.1457,0.4431,0.6891,Romulan,25,http://api.randomuser.me/portraits/thumb/men/85.jpg
brent,willis,male,Architecture,PhD,brent.willis44@example.com,9,0.4403,0.5505,0.5553,Klingon,26,http://api.randomuser.me/portraits/thumb/men/85.jpg
jane,rodriquez,female,CS,Grad,jane.rodriquez44@example.com,10,0.2235,0.2117,0.6139,Romulan,28,http://api.randomuser.me/portraits/thumb/women/3.jpg
kristin,baker,female,Civil,PhD,kristin.baker21@example.com,10,0.4698,0.5031,0.4534,Human,29,http://api.randomuser.me/portraits/thumb/women/2.jpg
melinda,murphy,female,Aerospace,Freshman,melinda.murphy82@example.com,5,0.2958,0.541,0.7831,Vulcan,21,http://api.randomuser.me/portraits/thumb/women/14.jpg
aubrey,bradley,female,Aerospace,PhD,aubrey.bradley35@example.com,11,0.1021,0.5133,0.4809,Martian,29,http://api.randomuser.me/portraits/thumb/women/47.jpg
nicholas,cook,male,ECE,Sophomore,nicholas.cook31@example.com,6,0.1616,0.6803,0.4709,Martian,24,http://api.randomuser.me/portraits/thumb/men/85.jpg
don,jordan,male,CS,Grad,don.jordan89@example.com,8,0.0657,0.301,0.0074,Human,20,http://api.randomuser.me/portraits/thumb/men/85.jpg
gwendolyn,martin,female,Civil,Grad,gwendolyn.martin72@example.com,8,0.4843,0.5306,0.6851,Romulan,26,http://api.randomuser.me/portraits/thumb/women/44.jpg
jeremiah,murray,male,Civil,Grad,jeremiah.murray26@example.com,5,0.2923,0.6717,0.0327,Martian,29,http://api.randomuser.me/portraits/thumb/men/85.jpg
andy,bell,male,Architecture,PhD,andy.bell82@example.com,9,0.2521,0.6772,0.1386,Klingon,25,http://api.randomuser.me/portraits/thumb/men/85.jpg
scarlett,fletcher,female,Mech,Freshman,scarlett.fletcher69@example.com,6,0.1687,0.4289,0.3002,Klingon,19,http://api.randomuser.me/portraits/thumb/women/52.jpg
wayne,johnston,male,ECE,Freshman,wayne.johnston28@example.com,5,0.2393,0.5981,0.9429,Vulcan,20,http://api.randomuser.me/portraits/thumb/men/85.jpg
corey,coleman,male,ECE,Junior,corey.coleman72@example.com,11,0.0657,0.0323,0.0386,Vulcan,29,http://api.randomuser.me/portraits/thumb/men/85.jpg
enrique,watson,male,Aerospace,Sophomore,enrique.watson83@example.com,5,0.3851,0.5728,0.1527,Human,21,http://api.randomuser.me/portraits/thumb/men/85.jpg
lucy,roberts,female,ECE,PhD,lucy.roberts72@example.com,8,0.3408,0.5802,0.1269,Human,26,http://api.randomuser.me/portraits/thumb/women/16.jpg
rodney,dunn,male,CS,Freshman,rodney.dunn30@example.com,7,0.0859,0.5883,0.286,Romulan,19,http://api.randomuser.me/portraits/thumb/men/85.jpg
ron,reynolds,male,Mech,PhD,ron.reynolds10@example.com,8,0.0077,0.0908,0.4356,Martian,29,http://api.randomuser.me/portraits/thumb/men/85.jpg
stacy,patterson,female,Mech,Senior,stacy.patterson89@example.com,5,0.1047,0.658,0.8354,Martian,21,http://api.randomuser.me/portraits/thumb/women/73.jpg
cecil,gray,male,Aerospace,PhD,cecil.gray13@example.com,8,0.054,0.6903,0.6182,Martian,27,http://api.randomuser.me/portraits/thumb/men/85.jpg
erin,alexander,female,Civil,Freshman,erin.alexander73@example.com,9,0.4534,0.6014,0.1882,Romulan,25,http://api.randomuser.me/portraits/thumb/women/94.jpg
tanya,warren,female,Media,Junior,tanya.warren69@example.com,7,0.2589,0.3239,0.6183,Martian,29,http://api.randomuser.me/portraits/thumb/women/4.jpg
beverley,cruz,female,Media,Sophomore,beverley.cruz27@example.com,11,0.4694,0.2559,0.6617,Human,22,http://api.randomuser.me/portraits/thumb/women/44.jpg
tonya,mcdonalid,female,Mech,Junior,tonya.mcdonalid94@example.com,11,0.1446,0.0374,0.4018,Vulcan,23,http://api.randomuser.me/portraits/thumb/women/39.jpg
jerry,mendoza,male,Mech,Freshman,jerry.mendoza21@example.com,8,0.3158,0.2572,0.4623,Klingon,27,http://api.randomuser.me/portraits/thumb/men/85.jpg
vivan,sullivan,female,Mech,Grad,vivan.sullivan59@example.com,10,0.2352,0.5814,0.1897,Romulan,26,http://api.randomuser.me/portraits/thumb/women/10.jpg
vickie,sutton,female,Architecture,Freshman,vickie.sutton52@example.com,5,0.1876,0.5644,0.5146,Vulcan,24,http://api.randomuser.me/portraits/thumb/women/92.jpg
charles,curtis,male,CS,PhD,charles.curtis48@example.com,7,0.2501,0.169,0.0924,Klingon,29,http://api.randomuser.me/portraits/thumb/men/86.jpg
harvey,herrera,male,Civil,Junior,harvey.herrera47@example.com,6,0.0848,0.5782,0.5136,Klingon,27,http://api.randomuser.me/portraits/thumb/men/86.jpg
lori,gutierrez,female,Architecture,PhD,lori.gutierrez27@example.com,10,0.4103,0.4941,0.0844,Human,19,http://api.randomuser.me/portraits/thumb/women/25.jpg
austin,mcdonalid,male,CS,Junior,austin.mcdonalid82@example.com,8,0.472,0.1745,0.6623,Vulcan,20,http://api.randomuser.me/portraits/thumb/men/86.jpg
craig,sanders,male,ECE,Sophomore,craig.sanders88@example.com,5,0.1854,0.4088,0.9241,Vulcan,26,http://api.randomuser.me/portraits/thumb/men/86.jpg
tamara,newman,female,Media,Grad,tamara.newman68@example.com,5,0.0282,0.5315,0.0322,Klingon,26,http://api.randomuser.me/portraits/thumb/women/89.jpg
caleb,meyer,male,ECE,Freshman,caleb.meyer93@example.com,9,0.4219,0.1302,0.8981,Romulan,26,http://api.randomuser.me/portraits/thumb/men/86.jpg
miriam,may,female,Mech,Sophomore,miriam.may41@example.com,9,0.3701,0.1532,0.1474,Romulan,24,http://api.randomuser.me/portraits/thumb/women/93.jpg
chester,watkins,male,Mech,Junior,chester.watkins59@example.com,9,0.1605,0.6306,0.4401,Vulcan,25,http://api.randomuser.me/portraits/thumb/men/86.jpg
christian,montgomery,male,Aerospace,Junior,christian.montgomery76@example.com,8,0.4614,0.6703,0.7204,Romulan,22,http://api.randomuser.me/portraits/thumb/men/86.jpg
clifton,fernandez,male,CS,Junior,clifton.fernandez98@example.com,9,0.0529,0.4256,0.5505,Romulan,27,http://api.randomuser.me/portraits/thumb/men/86.jpg
rosa,hopkins,female,Aerospace,Freshman,rosa.hopkins70@example.com,8,0.3487,0.1605,0.1581,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/56.jpg
april,jensen,female,Architecture,Grad,april.jensen52@example.com,9,0.3015,0.1474,0.8317,Romulan,28,http://api.randomuser.me/portraits/thumb/women/20.jpg
clara,brooks,female,Aerospace,Junior,clara.brooks30@example.com,6,0.133,0.3842,0.478,Human,17,http://api.randomuser.me/portraits/thumb/women/65.jpg
robin,james,female,CS,Sophomore,robin.james96@example.com,11,0.0488,0.4473,0.0143,Martian,26,http://api.randomuser.me/portraits/thumb/women/58.jpg
tommy,ferguson,male,Aerospace,Junior,tommy.ferguson83@example.com,8,0.2402,0.3029,0.4111,Romulan,20,http://api.randomuser.me/portraits/thumb/men/86.jpg
clayton,baker,male,Civil,PhD,clayton.baker64@example.com,7,0.3958,0.2651,0.4252,Martian,18,http://api.randomuser.me/portraits/thumb/men/86.jpg
jacob,fisher,male,ECE,Freshman,jacob.fisher95@example.com,8,0.159,0.0282,0.6123,Romulan,19,http://api.randomuser.me/portraits/thumb/men/86.jpg
kirk,campbell,male,Aerospace,Junior,kirk.campbell62@example.com,5,0.459,0.4348,0.429,Romulan,28,http://api.randomuser.me/portraits/thumb/men/87.jpg
aubrey,montgomery,female,ECE,PhD,aubrey.montgomery78@example.com,8,0.0108,0.3638,0.5001,Martian,19,http://api.randomuser.me/portraits/thumb/women/77.jpg
tara,gray,female,Architecture,Junior,tara.gray81@example.com,8,0.1035,0.327,0.1878,Klingon,29,http://api.randomuser.me/portraits/thumb/women/73.jpg
salvador,graham,male,CS,PhD,salvador.graham86@example.com,7,0.1007,0.2513,0.4542,Vulcan,26,http://api.randomuser.me/portraits/thumb/men/87.jpg
craig,hanson,male,Civil,Senior,craig.hanson37@example.com,11,0.4728,0.2197,0.8112,Vulcan,29,http://api.randomuser.me/portraits/thumb/men/87.jpg
sophie,schmidt,female,Aerospace,Sophomore,sophie.schmidt88@example.com,10,0.4286,0.3494,0.31,Vulcan,23,http://api.randomuser.me/portraits/thumb/women/96.jpg
dean,little,male,ECE,Senior,dean.little94@example.com,10,0.0611,0.0149,0.8635,Klingon,25,http://api.randomuser.me/portraits/thumb/men/87.jpg
delores,sanchez,female,Media,Sophomore,delores.sanchez95@example.com,11,0.119,0.4814,0.7153,Romulan,23,http://api.randomuser.me/portraits/thumb/women/17.jpg
clinton,martinez,male,Aerospace,Grad,clinton.martinez35@example.com,8,0.1133,0.08,0.2923,Martian,24,http://api.randomuser.me/portraits/thumb/men/87.jpg
chloe,silva,female,Civil,Senior,chloe.silva27@example.com,6,0.3639,0.5679,0.8316,Martian,17,http://api.randomuser.me/portraits/thumb/women/66.jpg
taylor,fleming,female,Aerospace,Freshman,taylor.fleming84@example.com,9,0.3777,0.3432,0.7611,Human,22,http://api.randomuser.me/portraits/thumb/women/44.jpg
meghan,mckinney,female,Architecture,Grad,meghan.mckinney78@example.com,10,0.2362,0.3801,0.6174,Martian,20,http://api.randomuser.me/portraits/thumb/women/67.jpg
edna,armstrong,female,Mech,PhD,edna.armstrong25@example.com,7,0.2733,0.3751,0.7984,Vulcan,24,http://api.randomuser.me/portraits/thumb/women/69.jpg
amy,freeman,female,Media,PhD,amy.freeman18@example.com,9,0.1361,0.1838,0.4725,Klingon,23,http://api.randomuser.me/portraits/thumb/women/26.jpg
lori,foster,female,Civil,Grad,lori.foster88@example.com,11,0.0642,0.3923,0.8888,Klingon,25,http://api.randomuser.me/portraits/thumb/women/26.jpg
clyde,davis,male,Civil,Sophomore,clyde.davis63@example.com,7,0.3796,0.55,0.148,Romulan,22,http://api.randomuser.me/portraits/thumb/men/87.jpg
bernard,holmes,male,Media,Grad,bernard.holmes41@example.com,6,0.4111,0.0833,0.3577,Klingon,27,http://api.randomuser.me/portraits/thumb/men/87.jpg
lucy,soto,female,CS,Freshman,lucy.soto17@example.com,7,0.3836,0.3347,0.84,Klingon,26,http://api.randomuser.me/portraits/thumb/women/79.jpg
freddie,brown,male,Mech,Grad,freddie.brown26@example.com,11,0.2968,0.3718,0.2462,Romulan,19,http://api.randomuser.me/portraits/thumb/men/87.jpg
keith,chavez,male,Architecture,Freshman,keith.chavez34@example.com,10,0.471,0.2553,0.2792,Human,25,http://api.randomuser.me/portraits/thumb/men/87.jpg
allen,thomas,male,ECE,Junior,allen.thomas52@example.com,9,0.2112,0.658,0.5314,Romulan,25,http://api.randomuser.me/portraits/thumb/men/87.jpg
ava,larson,female,ECE,PhD,ava.larson43@example.com,7,0.3488,0.0799,0.4398,Romulan,26,http://api.randomuser.me/portraits/thumb/women/3.jpg
joann,soto,female,CS,Freshman,joann.soto56@example.com,5,0.3605,0.3144,0.7931,Human,28,http://api.randomuser.me/portraits/thumb/women/52.jpg
wyatt,byrd,male,CS,Junior,wyatt.byrd65@example.com,10,0.4644,0.0228,0.0356,Klingon,26,http://api.randomuser.me/portraits/thumb/men/87.jpg
alyssa,burke,female,Aerospace,Junior,alyssa.burke70@example.com,7,0.2614,0.2254,0.7103,Klingon,21,http://api.randomuser.me/portraits/thumb/women/65.jpg
shane,wallace,male,Mech,Junior,shane.wallace72@example.com,5,0.358,0.16,0.11,Romulan,20,http://api.randomuser.me/portraits/thumb/men/87.jpg
lester,duncan,male,Aerospace,Freshman,lester.duncan32@example.com,8,0.4591,0.0099,0.9902,Human,25,http://api.randomuser.me/portraits/thumb/men/88.jpg
genesis,carlson,female,Mech,Junior,genesis.carlson57@example.com,6,0.3245,0.3426,0.3345,Human,25,http://api.randomuser.me/portraits/thumb/women/44.jpg
arlene,mitchell,female,Architecture,Senior,arlene.mitchell93@example.com,9,0.1522,0.1125,0.0654,Klingon,19,http://api.randomuser.me/portraits/thumb/women/31.jpg
teresa,clark,female,Aerospace,Freshman,teresa.clark43@example.com,9,0.4959,0.6342,0.2253,Romulan,27,http://api.randomuser.me/portraits/thumb/women/61.jpg
glenda,watkins,female,Media,Grad,glenda.watkins32@example.com,10,0.285,0.4537,0.6249,Vulcan,24,http://api.randomuser.me/portraits/thumb/women/60.jpg
bernice,robinson,female,Civil,PhD,bernice.robinson28@example.com,5,0.2873,0.0815,0.4483,Klingon,27,http://api.randomuser.me/portraits/thumb/women/48.jpg
sue,king,female,ECE,Senior,sue.king75@example.com,8,0.027,0.282,0.8044,Klingon,27,http://api.randomuser.me/portraits/thumb/women/3.jpg
mark,jenkins,male,Architecture,Senior,mark.jenkins20@example.com,6,0.0917,0.4014,0.0193,Romulan,23,http://api.randomuser.me/portraits/thumb/men/88.jpg
randall,hicks,male,ECE,Junior,randall.hicks35@example.com,10,0.2003,0.6147,0.2207,Romulan,20,http://api.randomuser.me/portraits/thumb/men/88.jpg
brandie,mcdonalid,female,Civil,Junior,brandie.mcdonalid69@example.com,9,0.4221,0.6577,0.63,Romulan,17,http://api.randomuser.me/portraits/thumb/women/18.jpg
brian,davis,male,CS,Sophomore,brian.davis80@example.com,11,0.1587,0.1759,0.3452,Martian,17,http://api.randomuser.me/portraits/thumb/men/88.jpg
stephanie,reynolds,female,Media,PhD,stephanie.reynolds24@example.com,9,0.089,0.4432,0.8271,Vulcan,18,http://api.randomuser.me/portraits/thumb/women/18.jpg
kyle,collins,male,Aerospace,PhD,kyle.collins76@example.com,9,0.1997,0.2606,0.4734,Vulcan,26,http://api.randomuser.me/portraits/thumb/men/88.jpg
alfredo,newman,male,Media,Sophomore,alfredo.newman49@example.com,11,0.4108,0.5372,0.0686,Martian,27,http://api.randomuser.me/portraits/thumb/men/88.jpg
melissa,henderson,female,ECE,Grad,melissa.henderson14@example.com,5,0.4765,0.1921,0.8897,Human,25,http://api.randomuser.me/portraits/thumb/women/41.jpg
clifford,lane,male,Mech,Junior,clifford.lane25@example.com,7,0.0622,0.1462,0.5823,Vulcan,20,http://api.randomuser.me/portraits/thumb/men/88.jpg
charles,martinez,male,Mech,Senior,charles.martinez29@example.com,9,0.4724,0.3029,0.0497,Romulan,25,http://api.randomuser.me/portraits/thumb/men/88.jpg
renee,jennings,female,ECE,Senior,renee.jennings15@example.com,5,0.2758,0.6092,0.3401,Vulcan,28,http://api.randomuser.me/portraits/thumb/women/71.jpg
vickie,brewer,female,Architecture,Grad,vickie.brewer91@example.com,10,0.3676,0.337,0.299,Martian,17,http://api.randomuser.me/portraits/thumb/women/95.jpg
sandra,chambers,female,Media,Grad,sandra.chambers90@example.com,10,0.2315,0.6652,0.1461,Klingon,28,http://api.randomuser.me/portraits/thumb/women/50.jpg
arthur,hall,male,CS,Senior,arthur.hall18@example.com,6,0.1929,0.3603,0.6406,Romulan,19,http://api.randomuser.me/portraits/thumb/men/88.jpg
leona,holland,female,CS,Junior,leona.holland44@example.com,10,0.0604,0.2646,0.5873,Klingon,18,http://api.randomuser.me/portraits/thumb/women/89.jpg
lillian,payne,female,Mech,Junior,lillian.payne16@example.com,8,0.4373,0.2154,0.9352,Romulan,24,http://api.randomuser.me/portraits/thumb/women/59.jpg
cecil,campbell,male,Mech,PhD,cecil.campbell43@example.com,5,0.1667,0.1027,0.0697,Romulan,26,http://api.randomuser.me/portraits/thumb/men/88.jpg
dale,romero,male,Aerospace,Grad,dale.romero34@example.com,7,0.3285,0.6858,0.667,Romulan,21,http://api.randomuser.me/portraits/thumb/men/88.jpg
marion,cruz,male,Architecture,Senior,marion.cruz94@example.com,6,0.3708,0.5371,0.2312,Klingon,27,http://api.randomuser.me/portraits/thumb/men/88.jpg
claudia,hunt,female,Mech,PhD,claudia.hunt10@example.com,11,0.1447,0.4843,0.9432,Klingon,20,http://api.randomuser.me/portraits/thumb/women/95.jpg
clinton,chapman,male,Media,Junior,clinton.chapman77@example.com,6,0.2449,0.0362,0.7888,Klingon,19,http://api.randomuser.me/portraits/thumb/men/88.jpg
ross,bradley,male,Aerospace,Freshman,ross.bradley21@example.com,7,0.2796,0.4183,0.7338,Vulcan,26,http://api.randomuser.me/portraits/thumb/men/88.jpg
beverley,price,female,Architecture,Junior,beverley.price96@example.com,9,0.3859,0.1825,0.3808,Human,23,http://api.randomuser.me/portraits/thumb/women/77.jpg
louise,harper,female,Aerospace,Freshman,louise.harper77@example.com,8,0.3562,0.0931,0.8488,Human,25,http://api.randomuser.me/portraits/thumb/women/13.jpg
evelyn,knight,female,CS,Senior,evelyn.knight89@example.com,10,0.2058,0.3134,0.4975,Human,22,http://api.randomuser.me/portraits/thumb/women/39.jpg
lisa,rose,female,CS,Sophomore,lisa.rose43@example.com,6,0.0458,0.1893,0.0541,Romulan,20,http://api.randomuser.me/portraits/thumb/women/45.jpg
mary,jones,female,CS,PhD,mary.jones24@example.com,10,0.1586,0.0284,0.1474,Klingon,23,http://api.randomuser.me/portraits/thumb/women/79.jpg
douglas,reed,male,ECE,Grad,douglas.reed41@example.com,5,0.4263,0.6185,0.7261,Martian,29,http://api.randomuser.me/portraits/thumb/men/89.jpg
melinda,freeman,female,Aerospace,Junior,melinda.freeman70@example.com,8,0.0151,0.1178,0.958,Martian,22,http://api.randomuser.me/portraits/thumb/women/9.jpg
armando,carpenter,male,CS,Freshman,armando.carpenter81@example.com,11,0.3159,0.6231,0.2807,Klingon,27,http://api.randomuser.me/portraits/thumb/men/89.jpg
luke,hall,male,CS,Senior,luke.hall96@example.com,6,0.4515,0.0325,0.5622,Klingon,26,http://api.randomuser.me/portraits/thumb/men/89.jpg
tony,olson,male,CS,Grad,tony.olson58@example.com,8,0.1463,0.1932,0.0079,Klingon,23,http://api.randomuser.me/portraits/thumb/men/89.jpg
dora,marshall,female,Civil,Senior,dora.marshall60@example.com,10,0.2774,0.4123,0.7427,Romulan,25,http://api.randomuser.me/portraits/thumb/women/14.jpg
jacqueline,pearson,female,ECE,Senior,jacqueline.pearson60@example.com,10,0.2965,0.5104,0.836,Martian,27,http://api.randomuser.me/portraits/thumb/women/17.jpg
roberto,dunn,male,Mech,Junior,roberto.dunn44@example.com,6,0.0399,0.0578,0.6738,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/89.jpg
charlotte,johnston,female,Mech,PhD,charlotte.johnston74@example.com,9,0.4068,0.6675,0.9606,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/77.jpg
